c1_m1;c1_m2;c1_m3;c2_m1;c2_m2;c2_m3;aspiracjaK;aspiracjaR;sredniKoszt;ryzyko;Rozwi¹zanie
0;662;438;431;109;660;89937;1691.23;90219.6;1736.05;-0.02070742790078171
0;642;458;428;118;654;90437;1691.23;90465;1695.62;-0.00205193046427745
0;539;561;495;98;607;90937;1691.23;90934.7;1690.41;1.696015723590631e-008
0;465;635;507;95;598;91437;1691.23;91378.1;1687.22;1.848716441327629e-007
0;426;674;533;115;552;91937;1691.23;91933.8;1689.9;2.345516001285383e-008
0;410;690;526;139;535;92437;1691.23;92353.5;1625.19;6.116772063114767e-007
0;402;698;520;152;528;92937;1691.23;92573.7;1585.59;2.662689715630373e-006
0;385;715;508;185;507;93437;1691.23;93116;1492.94;2.353058365876126e-006
0;367;733;496;220;484;93937;1691.23;93691.9;1396.52;1.796705003287974e-006
0;347;753;481;260;459;94437;1691.23;94344.8;1284.47;6.768313282703784e-007
0;342;758;478;276;446;94937;1691.23;94591;1246.64;2.536197613632465e-006
0;321;779;462;319;419;95437;1691.23;95289.9;1127.23;1.079449966671283e-006
0;313;787;457;334;409;95937;1691.23;95538.7;1086.92;2.920045618156378e-006
0;291;809;441;379;380;96437;1691.23;96271.2;966.176;1.216570342485688e-006
0;291;809;441;379;380;96937;1691.23;96271.2;966.176;4.880562428658539e-006
0;258;842;418;445;337;97437;1691.23;97350.8;792.958;6.335919826223811e-007
0;251;849;399;479;322;97937;1691.23;97833.9;694.108;7.574592734236871e-007
0;238;862;387;510;303;98437;1691.23;98323.6;619.241;8.335522128256391e-007
0;243;857;380;556;264;98937;1691.23;98911.3;551.581;1.907790107819543e-007
0;224;876;346;584;270;99437;1691.23;99367.8;501.909;5.100419749379757e-007
0;819;281;483;12;705;85937;1791.23;87971.6;2114.58;-0.1491162092945616
0;800;300;479;21;700;86437;1791.23;88209.3;2072.84;-0.1298823304011719
0;779;321;477;29;694;86937;1791.23;88448.8;2031.48;-0.1107944621311102
0;765;335;469;41;690;87437;1791.23;88690.4;1990.37;-0.09185660715195884
0;749;351;463;52;685;87937;1791.23;88933.8;1949.18;-0.07305017607932433
0;733;367;457;63;680;88437;1791.23;89177.2;1908.48;-0.0542437566076541
0;717;383;450;74;676;88937;1791.23;89419.2;1868.07;-0.03543584089714617
0;695;405;448;82;670;89437;1791.23;89665;1827.52;-0.01673493815453535
0;705;395;439;107;654;89937;1791.23;89931.2;1790.96;4.231486210614292e-008
0;590;510;517;79;604;90437;1791.23;90382.5;1791.19;3.995012169807018e-007
0;489;611;525;64;611;90937;1791.23;90827.1;1790.62;8.052958413541764e-007
0;440;660;546;80;574;91437;1791.23;91384.5;1789.19;3.846203290385709e-007
0;429;671;539;101;560;91937;1791.23;91731.6;1730.8;1.505130885262819e-006
0;410;690;526;139;535;92437;1791.23;92353.5;1625.19;6.119077623665704e-007
0;402;698;520;152;528;92937;1791.23;92573.7;1585.59;2.662920271685467e-006
0;385;715;508;185;507;93437;1791.23;93116;1492.94;2.35328892193122e-006
0;367;733;496;220;484;93937;1791.23;93691.9;1396.52;1.796935559343067e-006
0;347;753;481;260;459;94437;1791.23;94344.8;1284.47;6.770618843254721e-007
0;342;758;478;276;446;94937;1791.23;94591;1246.64;2.536428169687559e-006
0;321;779;462;319;419;95437;1791.23;95289.9;1127.23;1.079680522726377e-006
0;313;787;457;334;409;95937;1791.23;95538.7;1086.92;2.920276174211471e-006
0;291;809;441;379;380;96437;1791.23;96271.2;966.176;1.216800898540781e-006
0;291;809;441;379;380;96937;1791.23;96271.2;966.176;4.880792984713632e-006
0;258;842;418;445;337;97437;1791.23;97350.8;792.958;6.338225386774747e-007
0;251;849;399;479;322;97937;1791.23;97833.9;694.108;7.576898294787807e-007
0;238;862;387;510;303;98437;1791.23;98323.6;619.241;8.337827688807328e-007
0;243;857;380;556;264;98937;1791.23;98911.3;551.581;1.91009566837048e-007
0;224;876;346;584;270;99437;1791.23;99367.8;501.909;5.102725309930694e-007
0;843;257;487;1;712;85937;1891.23;87674.9;2167.28;-0.1273578608656395
0;821;279;486;8;706;86437;1891.23;87908.4;2125.16;-0.1078780820508777
0;800;300;484;16;700;86937;1891.23;88147.8;2083.44;-0.08873233560799489
0;783;317;479;26;695;87437;1891.23;88385.2;2042.46;-0.06974175769443146
0;767;333;473;37;690;87937;1891.23;88628.6;2001.13;-0.05068351934498594
0;753;347;465;49;686;88437;1891.23;88870.2;1960.03;-0.03174927104887051
0;737;363;458;60;682;88937;1891.23;89112.2;1919.01;-0.01284251733083646
0;670;430;491;47;662;89437;1891.23;89403.4;1890.31;2.461307606883809e-007
0;618;482;541;56;603;89937;1891.23;89923.8;1890.96;9.681910624982925e-008
0;511;589;549;43;608;90437;1891.23;90433.7;1884.87;2.933282205554404e-007
0;457;643;559;44;597;90937;1891.23;90802.6;1891.13;9.8500690458228e-007
0;448;652;553;63;584;91437;1891.23;91111.1;1839.19;2.399803822285647e-006
0;429;671;539;101;560;91937;1891.23;91731.6;1730.8;1.505361441317913e-006
0;410;690;526;139;535;92437;1891.23;92353.5;1625.19;6.12138318421664e-007
0;402;698;520;152;528;92937;1891.23;92573.7;1585.59;2.663150827740561e-006
0;385;715;508;185;507;93437;1891.23;93116;1492.94;2.353519477986314e-006
0;367;733;496;220;484;93937;1891.23;93691.9;1396.52;1.797166115398161e-006
0;347;753;481;260;459;94437;1891.23;94344.8;1284.47;6.772924403805657e-007
0;342;758;478;276;446;94937;1891.23;94591;1246.64;2.536658725742652e-006
0;321;779;462;319;419;95437;1891.23;95289.9;1127.23;1.079911078781471e-006
0;313;787;457;334;409;95937;1891.23;95538.7;1086.92;2.920506730266565e-006
0;291;809;441;379;380;96437;1891.23;96271.2;966.176;1.217031454595875e-006
0;291;809;441;379;380;96937;1891.23;96271.2;966.176;4.881023540768725e-006
0;258;842;418;445;337;97437;1891.23;97350.8;792.958;6.340530947325684e-007
0;251;849;399;479;322;97937;1891.23;97833.9;694.108;7.579203855338744e-007
0;238;862;387;510;303;98437;1891.23;98323.6;619.241;8.340133249358266e-007
0;243;857;380;556;264;98937;1891.23;98911.3;551.581;1.912401228921417e-007
0;224;876;346;584;270;99437;1891.23;99367.8;501.909;5.10503087048163e-007
0;881;219;480;0;720;85937;1991.23;87411.3;2225.52;-0.1080454058126381
0;850;250;486;0;714;86437;1991.23;87615.6;2178.53;-0.0863727394020994
0;821;279;491;3;706;86937;1991.23;87846.8;2136.1;-0.06680621722651507
0;811;289;480;17;703;87437;1991.23;88086.4;2094.41;-0.04759304966260418
0;790;310;478;25;697;87937;1991.23;88325.9;2052.66;-0.02849936799869176
0;769;331;476;33;691;88437;1991.23;88565.3;2011.97;-0.009563344612721351
0;681;419;519;15;666;88937;1991.23;88934.7;1989.99;5.732820475273286e-008
0;594;506;551;8;641;89437;1991.23;89433;1986.36;2.243779579660437e-007
0;525;575;568;11;621;89937;1991.23;89933.7;1990.57;3.040426032078866e-008
0;478;622;573;19;608;90437;1991.23;90347.1;1974.41;6.58661217777588e-007
0;463;637;564;33;603;90937;1991.23;90621.1;1924.66;2.315188140104656e-006
0;457;643;559;44;597;91437;1991.23;90802.6;1891.13;4.615975504997265e-006
0;429;671;539;101;560;91937;1991.23;91731.6;1730.8;1.505591997373007e-006
0;410;690;526;139;535;92437;1991.23;92353.5;1625.19;6.123688744767577e-007
0;402;698;520;152;528;92937;1991.23;92573.7;1585.59;2.663381383795654e-006
0;385;715;508;185;507;93437;1991.23;93116;1492.94;2.353750034041407e-006
0;367;733;496;220;484;93937;1991.23;93691.9;1396.52;1.797396671453255e-006
0;347;753;481;260;459;94437;1991.23;94344.8;1284.47;6.775229964356594e-007
0;342;758;478;276;446;94937;1991.23;94591;1246.64;2.536889281797746e-006
0;321;779;462;319;419;95437;1991.23;95289.9;1127.23;1.080141634836564e-006
0;313;787;457;334;409;95937;1991.23;95538.7;1086.92;2.920737286321658e-006
0;291;809;441;379;380;96437;1991.23;96271.2;966.176;1.217262010650969e-006
0;291;809;441;379;380;96937;1991.23;96271.2;966.176;4.881254096823819e-006
0;258;842;418;445;337;97437;1991.23;97350.8;792.958;6.342836507876621e-007
0;251;849;399;479;322;97937;1991.23;97833.9;694.108;7.581509415889681e-007
0;238;862;387;510;303;98437;1991.23;98323.6;619.241;8.342438809909203e-007
0;243;857;380;556;264;98937;1991.23;98911.3;551.581;1.914706789472353e-007
0;224;876;346;584;270;99437;1991.23;99367.8;501.909;5.107336431032567e-007
0;917;183;467;0;733;85937;2091.23;87165.8;2286.16;-0.09005232980468457
0;888;212;475;0;725;86437;2091.23;87360.2;2236.86;-0.06765389573309476
0;858;242;484;0;716;86937;2091.23;87562.2;2190.14;-0.04581929645708482
0;830;270;489;3;708;87437;2091.23;87787.2;2146.73;-0.025662357303708
0;811;289;485;12;703;87937;2091.23;88024.9;2104.81;-0.006443050147268727
0;739;361;535;0;665;88437;2091.23;88384.7;2090.36;3.835721459344849e-007
0;660;440;571;0;629;88937;2091.23;88933.6;2073.99;7.950610895304382e-007
0;598;502;566;0;634;89437;2091.23;89318.8;2032.39;8.660516568649641e-007
0;515;585;598;0;602;89937;2091.23;89887.6;2073.26;3.622806721931526e-007
0;494;606;584;4;612;90437;2091.23;90055.9;2030.87;2.792813917522963e-006
0;463;637;564;33;603;90937;2091.23;90621.1;1924.66;2.31541869615975e-006
0;463;637;564;33;603;91437;2091.23;90621.1;1924.66;5.979410782332493e-006
0;429;671;539;101;560;91937;2091.23;91731.6;1730.8;1.5058225534281e-006
0;410;690;526;139;535;92437;2091.23;92353.5;1625.19;6.125994305318514e-007
0;402;698;520;152;528;92937;2091.23;92573.7;1585.59;2.663611939850748e-006
0;385;715;508;185;507;93437;2091.23;93116;1492.94;2.353980590096501e-006
0;367;733;496;220;484;93937;2091.23;93691.9;1396.52;1.797627227508348e-006
0;347;753;481;260;459;94437;2091.23;94344.8;1284.47;6.777535524907531e-007
0;342;758;478;276;446;94937;2091.23;94591;1246.64;2.53711983785284e-006
0;321;779;462;319;419;95437;2091.23;95289.9;1127.23;1.080372190891658e-006
0;313;787;457;334;409;95937;2091.23;95538.7;1086.92;2.920967842376752e-006
0;291;809;441;379;380;96437;2091.23;96271.2;966.176;1.217492566706062e-006
0;291;809;441;379;380;96937;2091.23;96271.2;966.176;4.881484652878913e-006
0;258;842;418;445;337;97437;2091.23;97350.8;792.958;6.345142068427557e-007
0;251;849;399;479;322;97937;2091.23;97833.9;694.108;7.583814976440618e-007
0;238;862;387;510;303;98437;2091.23;98323.6;619.241;8.344744370460139e-007
0;243;857;380;556;264;98937;2091.23;98911.3;551.581;1.91701235002329e-007
0;224;876;346;584;270;99437;2091.23;99367.8;501.909;5.109641991583504e-007
0;953;147;463;0;737;85937;2191.23;86932.7;2349.43;-0.07296602552726256
0;925;175;468;0;732;86437;2191.23;87116.6;2299.35;-0.04986142716628174
0;896;204;473;0;727;86937;2191.23;87306.8;2249.53;-0.02710371912910801
0;866;234;482;0;718;87437;2191.23;87508.9;2202.35;-0.00526910928404892
0;816;284;547;0;653;87937;2191.23;87914.1;2183.84;1.677305679025063e-007
0;748;352;588;0;612;88437;2191.23;88400.3;2174.3;7.808371557572078e-007
0;676;424;617;0;583;88937;2191.23;88895.4;2175.28;3.05194368604373e-007
0;599;501;642;0;558;89437;2191.23;89416.6;2190.8;1.497796335066499e-007
0;515;585;598;0;602;89937;2191.23;89887.6;2073.26;3.625112282482462e-007
0;498;602;587;0;613;90437;2191.23;89980;2046.04;3.34906263785516e-006
0;463;637;564;33;603;90937;2191.23;90621.1;1924.66;2.315649252214843e-006
0;463;637;564;33;603;91437;2191.23;90621.1;1924.66;5.979641338387586e-006
0;429;671;539;101;560;91937;2191.23;91731.6;1730.8;1.506053109483194e-006
0;410;690;526;139;535;92437;2191.23;92353.5;1625.19;6.12829986586945e-007
0;402;698;520;152;528;92937;2191.23;92573.7;1585.59;2.663842495905842e-006
0;385;715;508;185;507;93437;2191.23;93116;1492.94;2.354211146151595e-006
0;367;733;496;220;484;93937;2191.23;93691.9;1396.52;1.797857783563442e-006
0;347;753;481;260;459;94437;2191.23;94344.8;1284.47;6.779841085458467e-007
0;342;758;478;276;446;94937;2191.23;94591;1246.64;2.537350393907933e-006
0;321;779;462;319;419;95437;2191.23;95289.9;1127.23;1.080602746946752e-006
0;313;787;457;334;409;95937;2191.23;95538.7;1086.92;2.921198398431846e-006
0;291;809;441;379;380;96437;2191.23;96271.2;966.176;1.217723122761156e-006
0;291;809;441;379;380;96937;2191.23;96271.2;966.176;4.881715208934007e-006
0;258;842;418;445;337;97437;2191.23;97350.8;792.958;6.347447628978494e-007
0;251;849;399;479;322;97937;2191.23;97833.9;694.108;7.586120536991554e-007
0;238;862;387;510;303;98437;2191.23;98323.6;619.241;8.347049931011076e-007
0;243;857;380;556;264;98937;2191.23;98911.3;551.581;1.919317910574227e-007
0;224;876;346;584;270;99437;2191.23;99367.8;501.909;5.111947552134441e-007
0;988;112;458;0;742;85937;2291.23;86704.5;2412.79;-0.056242845348852
0;960;140;461;0;739;86437;2291.23;86885.7;2362.48;-0.03287930646168631
0;932;168;466;0;734;86937;2291.23;87069.6;2312.03;-0.009716417374121968
0;891;209;543;0;657;87437;2291.23;87434.3;2269.29;1.011891284059778e-006
0;825;275;603;0;597;87937;2291.23;87933.9;2271.13;9.270198172471445e-007
0;771;329;642;0;558;88437;2291.23;88328.8;2290.53;7.931126763280563e-007
0;699;401;656;0;544;88937;2291.23;88803.3;2269.88;9.844526005950411e-007
0;637;463;674;0;526;89437;2291.23;89220;2273.65;1.589878852569724e-006
0;515;585;598;0;602;89937;2291.23;89887.6;2073.26;3.627417843033399e-007
0;498;602;587;0;613;90437;2291.23;89980;2046.04;3.349293193910253e-006
0;463;637;564;33;603;90937;2291.23;90621.1;1924.66;2.315879808269937e-006
0;463;637;564;33;603;91437;2291.23;90621.1;1924.66;5.97987189444268e-006
0;429;671;539;101;560;91937;2291.23;91731.6;1730.8;1.506283665538288e-006
0;410;690;526;139;535;92437;2291.23;92353.5;1625.19;6.130605426420387e-007
0;402;698;520;152;528;92937;2291.23;92573.7;1585.59;2.664073051960935e-006
0;385;715;508;185;507;93437;2291.23;93116;1492.94;2.354441702206689e-006
0;367;733;496;220;484;93937;2291.23;93691.9;1396.52;1.798088339618536e-006
0;347;753;481;260;459;94437;2291.23;94344.8;1284.47;6.782146646009404e-007
0;342;758;478;276;446;94937;2291.23;94591;1246.64;2.537580949963027e-006
0;321;779;462;319;419;95437;2291.23;95289.9;1127.23;1.080833303001845e-006
0;313;787;457;334;409;95937;2291.23;95538.7;1086.92;2.92142895448694e-006
0;291;809;441;379;380;96437;2291.23;96271.2;966.176;1.21795367881625e-006
0;291;809;441;379;380;96937;2291.23;96271.2;966.176;4.8819457649891e-006
0;258;842;418;445;337;97437;2291.23;97350.8;792.958;6.349753189529431e-007
0;251;849;399;479;322;97937;2291.23;97833.9;694.108;7.588426097542491e-007
0;238;862;387;510;303;98437;2291.23;98323.6;619.241;8.349355491562013e-007
0;243;857;380;556;264;98937;2291.23;98911.3;551.581;1.921623471125164e-007
0;224;876;346;584;270;99437;2291.23;99367.8;501.909;5.114253112685377e-007
0;1025;75;466;0;734;85937;2391.23;86481.4;2477.81;-0.03992807468427406
0;995;105;456;0;744;86437;2391.23;86657.5;2426.19;-0.01615613422232865
0;960;140;495;0;705;86937;2391.23;86932.2;2352.26;3.520510105799881e-008
0;902;198;544;0;656;87437;2391.23;87366.1;2284.27;5.197514340912448e-007
0;838;262;663;0;537;87937;2391.23;87933.8;2387.91;1.53112330980485e-007
0;782;318;654;0;546;88437;2391.23;88275.6;2322.79;1.18267042840689e-006
0;689;411;707;0;493;88937;2391.23;88936.4;2370.52;9.551046196689747e-007
0;637;463;674;0;526;89437;2391.23;89220;2273.65;1.590109408624818e-006
0;515;585;598;0;602;89937;2391.23;89887.6;2073.26;3.629723403584336e-007
0;498;602;587;0;613;90437;2391.23;89980;2046.04;3.349523749965347e-006
0;463;637;564;33;603;90937;2391.23;90621.1;1924.66;2.316110364325031e-006
0;463;637;564;33;603;91437;2391.23;90621.1;1924.66;5.980102450497773e-006
0;429;671;539;101;560;91937;2391.23;91731.6;1730.8;1.506514221593381e-006
0;410;690;526;139;535;92437;2391.23;92353.5;1625.19;6.132910986971324e-007
0;402;698;520;152;528;92937;2391.23;92573.7;1585.59;2.664303608016029e-006
0;385;715;508;185;507;93437;2391.23;93116;1492.94;2.354672258261782e-006
0;367;733;496;220;484;93937;2391.23;93691.9;1396.52;1.79831889567363e-006
0;347;753;481;260;459;94437;2391.23;94344.8;1284.47;6.784452206560341e-007
0;342;758;478;276;446;94937;2391.23;94591;1246.64;2.537811506018121e-006
0;321;779;462;319;419;95437;2391.23;95289.9;1127.23;1.081063859056939e-006
0;313;787;457;334;409;95937;2391.23;95538.7;1086.92;2.921659510542033e-006
0;291;809;441;379;380;96437;2391.23;96271.2;966.176;1.218184234871343e-006
0;291;809;441;379;380;96937;2391.23;96271.2;966.176;4.882176321044194e-006
0;258;842;418;445;337;97437;2391.23;97350.8;792.958;6.352058750080368e-007
0;251;849;399;479;322;97937;2391.23;97833.9;694.108;7.590731658093428e-007
0;238;862;387;510;303;98437;2391.23;98323.6;619.241;8.35166105211295e-007
0;243;857;380;556;264;98937;2391.23;98911.3;551.581;1.923929031676101e-007
0;224;876;346;584;270;99437;2391.23;99367.8;501.909;5.116558673236314e-007
0;1061;39;474;0;726;85937;2491.23;86264.7;2543.12;-0.02401471413518449
0;1032;68;466;0;734;86437;2491.23;86437.2;2491.06;-1.099468596233673e-005
0;975;125;557;0;643;86937;2491.23;86922.2;2401.06;1.08471104820507e-007
0;902;198;544;0;656;87437;2491.23;87366.1;2284.27;5.199819901463385e-007
0;866;234;700;0;500;87937;2491.23;87807.4;2489.68;9.499902824513002e-007
0;779;321;734;0;466;88437;2491.23;88404.1;2487.88;2.408728814516011e-007
0;704;396;717;0;483;88937;2491.23;88855.2;2400.98;5.99755762870122e-007
0;637;463;674;0;526;89437;2491.23;89220;2273.65;1.590339964679912e-006
0;515;585;598;0;602;89937;2491.23;89887.6;2073.26;3.632028964135273e-007
0;498;602;587;0;613;90437;2491.23;89980;2046.04;3.349754306020441e-006
0;463;637;564;33;603;90937;2491.23;90621.1;1924.66;2.316340920380124e-006
0;463;637;564;33;603;91437;2491.23;90621.1;1924.66;5.980333006552868e-006
0;429;671;539;101;560;91937;2491.23;91731.6;1730.8;1.506744777648475e-006
0;410;690;526;139;535;92437;2491.23;92353.5;1625.19;6.135216547522261e-007
0;402;698;520;152;528;92937;2491.23;92573.7;1585.59;2.664534164071123e-006
0;385;715;508;185;507;93437;2491.23;93116;1492.94;2.354902814316876e-006
0;367;733;496;220;484;93937;2491.23;93691.9;1396.52;1.798549451728723e-006
0;347;753;481;260;459;94437;2491.23;94344.8;1284.47;6.786757767111277e-007
0;342;758;478;276;446;94937;2491.23;94591;1246.64;2.538042062073214e-006
0;321;779;462;319;419;95437;2491.23;95289.9;1127.23;1.081294415112033e-006
0;313;787;457;334;409;95937;2491.23;95538.7;1086.92;2.921890066597127e-006
0;291;809;441;379;380;96437;2491.23;96271.2;966.176;1.218414790926437e-006
0;291;809;441;379;380;96937;2491.23;96271.2;966.176;4.882406877099288e-006
0;258;842;418;445;337;97437;2491.23;97350.8;792.958;6.354364310631304e-007
0;251;849;399;479;322;97937;2491.23;97833.9;694.108;7.593037218644364e-007
0;238;862;387;510;303;98437;2491.23;98323.6;619.241;8.353966612663886e-007
0;243;857;380;556;264;98937;2491.23;98911.3;551.581;1.926234592227037e-007
0;224;876;346;584;270;99437;2491.23;99367.8;501.909;5.118864233787251e-007
0;1097;3;482;0;718;85937;2591.23;86048;2608.88;-0.008138584928871994
0;1063;37;609;0;591;86437;2591.23;86436.9;2584.95;2.896894588788179e-007
0;1007;93;661;0;539;86937;2591.23;86862.2;2580.09;5.137252004484276e-007
0;902;198;544;0;656;87437;2591.23;87366.1;2284.27;5.202125462014322e-007
0;857;243;751;0;449;87937;2591.23;87934.1;2591.13;2.121745306247526e-008
0;783;317;767;0;433;88437;2591.23;88424;2567.57;9.522134429674743e-008
0;704;396;717;0;483;88937;2591.23;88855.2;2400.98;5.999863189252157e-007
0;637;463;674;0;526;89437;2591.23;89220;2273.65;1.590570520735005e-006
0;515;585;598;0;602;89937;2591.23;89887.6;2073.26;3.634334524686209e-007
0;498;602;587;0;613;90437;2591.23;89980;2046.04;3.349984862075535e-006
0;463;637;564;33;603;90937;2591.23;90621.1;1924.66;2.316571476435218e-006
0;463;637;564;33;603;91437;2591.23;90621.1;1924.66;5.980563562607961e-006
0;429;671;539;101;560;91937;2591.23;91731.6;1730.8;1.506975333703569e-006
0;410;690;526;139;535;92437;2591.23;92353.5;1625.19;6.137522108073197e-007
0;402;698;520;152;528;92937;2591.23;92573.7;1585.59;2.664764720126216e-006
0;385;715;508;185;507;93437;2591.23;93116;1492.94;2.355133370371969e-006
0;367;733;496;220;484;93937;2591.23;93691.9;1396.52;1.798780007783817e-006
0;347;753;481;260;459;94437;2591.23;94344.8;1284.47;6.789063327662214e-007
0;342;758;478;276;446;94937;2591.23;94591;1246.64;2.538272618128308e-006
0;321;779;462;319;419;95437;2591.23;95289.9;1127.23;1.081524971167126e-006
0;313;787;457;334;409;95937;2591.23;95538.7;1086.92;2.92212062265222e-006
0;291;809;441;379;380;96437;2591.23;96271.2;966.176;1.218645346981531e-006
0;291;809;441;379;380;96937;2591.23;96271.2;966.176;4.882637433154381e-006
0;258;842;418;445;337;97437;2591.23;97350.8;792.958;6.356669871182241e-007
0;251;849;399;479;322;97937;2591.23;97833.9;694.108;7.595342779195301e-007
0;238;862;387;510;303;98437;2591.23;98323.6;619.241;8.356272173214823e-007
0;243;857;380;556;264;98937;2591.23;98911.3;551.581;1.928540152777974e-007
0;224;876;346;584;270;99437;2591.23;99367.8;501.909;5.121169794338187e-007
